"","ID","item_id","item","sequence","n_DD_event","dd_event_sequence","source","target","n_DD_event_new","dd_event_sequence_new","source_new","target_new","clnddseq","clnddseq_len","Condition","D_D_TotalTimeSpent","TotalTimeSpentonItem","ItemResponse","ItemFinalScore","n_Condition","single_Condition","source1","source2","source3","source4","source5","target1","target2","target3","target4","target5","source_ascending","source_descending","target_ascending","target_descending","nunique_target","nunique_source","source_focus","target_focus","source_partial_ascending","source_partial_descending","source_partial_focus","target_partial_ascending","target_partial_descending","target_partial_focus","strategy","ItemFinalScoreBinary","new_strategy","pretest_final_score_total","itemtime"
"428","A104V8NZIQFN2","6c","6","start_s4;s4_t2;start_s5;s5_t1;start_s1;s1_t3;start_s2;s2_t3;start_s3;s3_t1",5,"source4_to_target2;source5_to_target1;source1_to_target3;source2_to_target3;source3_to_target1","source4;source5;source1;source2;source3","target2;target1;target3;target3;target1",5,"s4_t2;s5_t1;s1_t3;s2_t3;s3_t1","s4;s5;s1;s2;s3","t2;t1;t3;t3;t1","s4_t2;s5_t1;s1_t3;s2_t3;s3_t1",5,"Targets First",422.6691,18.59262,"{""target1"":[{""id"":""source5"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,1,1,4,5,1,2,3,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",1,"Other",5,19.357
"441","A104V8NZIQFN2","7c","7","start_s1;s1_t1;start_s2;s2_t3;start_s4;s4_t2;start_s5;s5_t3;start_s3;s3_t1",5,"source1_to_target1;source2_to_target3;source4_to_target2;source5_to_target3;source3_to_target1","source1;source2;source4;source5;source3","target1;target3;target2;target3;target1",5,"s1_t1;s2_t3;s4_t2;s5_t3;s3_t1","s1;s2;s4;s5;s3","t1;t3;t2;t3;t1","s1_t1;s2_t3;s4_t2;s5_t3;s3_t1",5,"Targets First",422.6691,13.30146,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,2,4,5,3,1,3,2,3,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",1,"Other",5,14.357
"454","A104V8NZIQFN2","8c","8","start_s1;s1_t2;start_s2;s2_t3;start_s4;s4_t3;start_s3;s3_t1;start_s5;s5_t1",5,"source1_to_target2;source2_to_target3;source4_to_target3;source3_to_target1;source5_to_target1","source1;source2;source4;source3;source5","target2;target3;target3;target1;target1",5,"s1_t2;s2_t3;s4_t3;s3_t1;s5_t1","s1;s2;s4;s3;s5","t2;t3;t3;t1;t1","s1_t2;s2_t3;s4_t3;s3_t1;s5_t1",5,"Targets First",422.6691,24.07215,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,4,3,5,2,3,3,1,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,TRUE,FALSE,1,FALSE,FALSE,0,"Source Partial Focus",1,"Source Focus",5,25.396
"467","A104V8NZIQFN2","9c","9","start_s1;s1_t3;start_s2;s2_t2;start_s3;s3_t1;start_s4;s4_t1;start_s5;s5_t3",5,"source1_to_target3;source2_to_target2;source3_to_target1;source4_to_target1;source5_to_target3","source1;source2;source3;source4;source5","target3;target2;target1;target1;target3",5,"s1_t3;s2_t2;s3_t1;s4_t1;s5_t3","s1;s2;s3;s4;s5","t3;t2;t1;t1;t3","s1_t3;s2_t2;s3_t1;s4_t1;s5_t3",5,"Targets First",422.6691,24.88423,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,3,2,1,1,3,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",1,"Source Focus",5,26.036
"480","A10BH9PYCYUKD","10b","10","start_s1;s1_t3;start_s2;s2_t3;start_s3;s3_t1;start_s4;s4_t1;start_s5;s5_t2",5,"source1_to_target3;source2_to_target3;source3_to_target1;source4_to_target1;source5_to_target2","source1;source2;source3;source4;source5","target3;target3;target1;target1;target2",5,"s1_t3;s2_t3;s3_t1;s4_t1;s5_t2","s1;s2;s3;s4;s5","t3;t3;t1;t1;t2","s1_t3;s2_t3;s3_t1;s4_t1;s5_t2",5,"Modified Problem Statement",295.63991,54.43056,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",0,1,1,1,2,3,4,5,3,3,1,1,2,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",0,"Source Focus",2,55.182
"493","A10BH9PYCYUKD","1b","1","start_s5;s5_t2;start_s4;s4_t1;start_s3;s3_t1;start_s2;s2_t1;start_s1;s1_t1;start_s1;move_s1_from_t1_t2;start_s1;move_s1_from_t2_t3",5,"source5_to_target2;source4_to_target1;source3_to_target1;source2_to_target1;source1_to_target1","source5;source4;source3;source2;source1","target2;target1;target1;target1;target1",7,"s5_t2;s4_t1;s3_t1;s2_t1;s1_t1;s1_t2;s1_t3","s5;s4;s3;s2;s1;s1;s1","t2;t1;t1;t1;t1;t2;t3","s5_t2;s4_t1;s3_t1;s2_t1;s1_t1",5,"Modified Problem Statement",295.63991,30.81608,"{""target1"":[{""id"":""source4"",""sub"":""1""},{""id"":""source3"",""sub"":""2""},{""id"":""source2"",""sub"":""3""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""}]}",1,1,1,5,4,3,2,1,2,1,1,1,1,FALSE,TRUE,FALSE,TRUE,2,5,1,1,FALSE,FALSE,0,FALSE,FALSE,0,"Source and Target Focus",0,"Other",2,29.519
"510","A10BH9PYCYUKD","2b","2","start_s3;s3_t2;start_s1;s1_t1;start_s2;s2_t3;start_s5;s5_t3;start_s4;s4_t2;start_s5;move_s5_from_t3_t2;start_s4;move_s4_from_t2_t3;start_s3;move_s3_from_t2_t1;start_s1;move_s1_from_t1_t2;start_s5;return_s5;start_s5;s5_t2;start_s3;return_s3;start_s3;s3_t1",7,"source3_to_target2;source1_to_target1;source2_to_target3;source5_to_target3;source4_to_target2;source5_to_target2;source3_to_target1","source3;source1;source2;source5;source4;source5;source3","target2;target1;target3;target3;target2;target2;target1",11,"s3_t2;s1_t1;s2_t3;s5_t3;s4_t2;s5_t2;s4_t3;s3_t1;s1_t2;s5_t2;s3_t1","s3;s1;s2;s5;s4;s5;s4;s3;s1;s5;s3","t2;t1;t3;t3;t2;t2;t3;t1;t2;t2;t1","s3_t2;s1_t1;s2_t3;s5_t3;s4_t2",5,"Modified Problem Statement",295.63991,36.21482,"{""target1"":[{""id"":""source3"",""sub"":""1""}],""target2"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",0,1,1,3,1,2,5,4,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",0,"Other",2,36.65
"539","A10BH9PYCYUKD","3b","3","start_s3;s3_t2;start_s5;s5_t2;start_s2;s2_t2;start_s1;s1_t1;start_s4;s4_t3;start_s4;move_s4_from_t3_t1",5,"source3_to_target2;source5_to_target2;source2_to_target2;source1_to_target1;source4_to_target3","source3;source5;source2;source1;source4","target2;target2;target2;target1;target3",6,"s3_t2;s5_t2;s2_t2;s1_t1;s4_t3;s4_t1","s3;s5;s2;s1;s4;s4","t2;t2;t2;t1;t3;t1","s3_t2;s5_t2;s2_t2;s1_t1;s4_t3",5,"Modified Problem Statement",295.63991,24.55271,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""},{""id"":""source2"",""sub"":""3""}],""target3"":[]}",1,1,1,3,5,2,1,4,2,2,2,1,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",0,"Other",2,24.513
"554","A10BH9PYCYUKD","4b","4","start_s5;s5_t3;start_s4;s4_t3;start_s4;return_s4;start_s4;s4_t3;start_s3;s3_t2;start_s2;s2_t3;start_s1;s1_t1;start_s1;move_s1_from_t1_t2",6,"source5_to_target3;source4_to_target3;source4_to_target3;source3_to_target2;source2_to_target3;source1_to_target1","source5;source4;source4;source3;source2;source1","target3;target3;target3;target2;target3;target1",7,"s5_t3;s4_t3;s4_t3;s3_t2;s2_t3;s1_t1;s1_t2","s5;s4;s4;s3;s2;s1;s1","t3;t3;t3;t2;t3;t1;t2","s5_t3;s4_t3;s3_t2;s2_t3;s1_t1",5,"Modified Problem Statement",295.63991,33.57097,"{""target1"":[],""target2"":[{""id"":""source3"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}],""target3"":[{""id"":""source5"",""sub"":""1""},{""id"":""source4"",""sub"":""2""},{""id"":""source2"",""sub"":""3""}]}",1,1,1,5,4,3,2,1,3,3,2,3,1,FALSE,TRUE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",0,"Source Focus",2,34.599
"573","A10BH9PYCYUKD","5b","5","start_s3;s3_t2;start_s4;s4_t2;start_s5;s5_t1;start_s2;s2_t3;start_s1;s1_t1",5,"source3_to_target2;source4_to_target2;source5_to_target1;source2_to_target3;source1_to_target1","source3;source4;source5;source2;source1","target2;target2;target1;target3;target1",5,"s3_t2;s4_t2;s5_t1;s2_t3;s1_t1","s3;s4;s5;s2;s1","t2;t2;t1;t3;t1","s3_t2;s4_t2;s5_t1;s2_t3;s1_t1",5,"Modified Problem Statement",295.63991,27.3398,"{""target1"":[{""id"":""source5"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target3"":[{""id"":""source2"",""sub"":""1""}]}",1,1,1,3,4,5,2,1,2,2,1,3,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,TRUE,1,FALSE,FALSE,0,"Source Partial Focus",0,"Source Focus",2,27.179
"586","A10BH9PYCYUKD","6b","6","start_s5;s5_t1;start_s3;s3_t1;start_s2;s2_t3;start_s4;s4_t2;start_s1;s1_t3",5,"source5_to_target1;source3_to_target1;source2_to_target3;source4_to_target2;source1_to_target3","source5;source3;source2;source4;source1","target1;target1;target3;target2;target3",5,"s5_t1;s3_t1;s2_t3;s4_t2;s1_t3","s5;s3;s2;s4;s1","t1;t1;t3;t2;t3","s5_t1;s3_t1;s2_t3;s4_t2;s1_t3",5,"Modified Problem Statement",295.63991,19.7803,"{""target1"":[{""id"":""source5"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}]}",2,1,1,5,3,2,4,1,1,1,3,2,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",1,"Other",2,19.778
"599","A10BH9PYCYUKD","7b","7","start_s1;s1_t1;start_s4;s4_t2;start_s2;s2_t3;start_s3;s3_t1;start_s5;s5_t3",5,"source1_to_target1;source4_to_target2;source2_to_target3;source3_to_target1;source5_to_target3","source1;source4;source2;source3;source5","target1;target2;target3;target1;target3",5,"s1_t1;s4_t2;s2_t3;s3_t1;s5_t3","s1;s4;s2;s3;s5","t1;t2;t3;t1;t3","s1_t1;s4_t2;s2_t3;s3_t1;s5_t3",5,"Modified Problem Statement",295.63991,20.02268,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,4,2,3,5,1,2,3,1,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",1,"Other",2,20.323
"612","A10BH9PYCYUKD","8b","8","start_s1;s1_t2;start_s5;s5_t1;start_s3;s3_t1;start_s2;s2_t3;start_s4;s4_t3",5,"source1_to_target2;source5_to_target1;source3_to_target1;source2_to_target3;source4_to_target3","source1;source5;source3;source2;source4","target2;target1;target1;target3;target3",5,"s1_t2;s5_t1;s3_t1;s2_t3;s4_t3","s1;s5;s3;s2;s4","t2;t1;t1;t3;t3","s1_t2;s5_t1;s3_t1;s2_t3;s4_t3",5,"Modified Problem Statement",295.63991,30.07331,"{""target1"":[{""id"":""source5"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,5,3,2,4,2,1,1,3,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",1,"Other",2,30.633
"625","A10BH9PYCYUKD","9b","9","start_s1;s1_t3;start_s3;s3_t1;start_s4;s4_t1;start_s5;s5_t3;start_s2;s2_t2",5,"source1_to_target3;source3_to_target1;source4_to_target1;source5_to_target3;source2_to_target2","source1;source3;source4;source5;source2","target3;target1;target1;target3;target2",5,"s1_t3;s3_t1;s4_t1;s5_t3;s2_t2","s1;s3;s4;s5;s2","t3;t1;t1;t3;t2","s1_t3;s3_t1;s4_t1;s5_t3;s2_t2",5,"Modified Problem Statement",295.63991,18.83868,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,3,4,5,2,3,1,1,3,2,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",1,"Other",2,18.613
"638","A11BSFO4LMHPX","10a","10","start_s1;s1_t3;start_s2;s2_t1;start_s3;s3_t3;start_s4;s4_t2;start_s5;s5_t1",5,"source1_to_target3;source2_to_target1;source3_to_target3;source4_to_target2;source5_to_target1","source1;source2;source3;source4;source5","target3;target1;target3;target2;target1",5,"s1_t3;s2_t1;s3_t3;s4_t2;s5_t1","s1;s2;s3;s4;s5","t3;t1;t3;t2;t1","s1_t3;s2_t1;s3_t3;s4_t2;s5_t1",5,"Control",158.811336,18.70485,"{""target1"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,3,1,3,2,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",1,"Source Focus",5,18.714
"651","A11BSFO4LMHPX","1a","1","start_s1;s1_t3;start_s2;s2_t1;start_s3;s3_t1;start_s5;s5_t2;start_s4;s4_t3",5,"source1_to_target3;source2_to_target1;source3_to_target1;source5_to_target2;source4_to_target3","source1;source2;source3;source5;source4","target3;target1;target1;target2;target3",5,"s1_t3;s2_t1;s3_t1;s5_t2;s4_t3","s1;s2;s3;s5;s4","t3;t1;t1;t2;t3","s1_t3;s2_t1;s3_t1;s5_t2;s4_t3",5,"Control",158.811336,9.082831,"{""target1"":[{""id"":""source2"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,3,5,4,3,1,1,2,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,TRUE,FALSE,1,FALSE,FALSE,0,"Source Partial Focus",1,"Source Focus",5,9.075
"664","A11BSFO4LMHPX","2a","2","start_s3;s3_t1;start_s5;s5_t2;start_s4;s4_t3;start_s1;s1_t1;start_s2;s2_t1",5,"source3_to_target1;source5_to_target2;source4_to_target3;source1_to_target1;source2_to_target1","source3;source5;source4;source1;source2","target1;target2;target3;target1;target1",5,"s3_t1;s5_t2;s4_t3;s1_t1;s2_t1","s3;s5;s4;s1;s2","t1;t2;t3;t1;t1","s3_t1;s5_t2;s4_t3;s1_t1;s2_t1",5,"Control",158.811336,14.23083,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source1"",""sub"":""2""},{""id"":""source2"",""sub"":""3""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""}]}",0,1,1,3,5,4,1,2,1,2,3,1,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",0,"Other",5,14.442
"677","A11BSFO4LMHPX","3a","3","start_s1;s1_t3;start_s2;s2_t1;start_s3;s3_t3;start_s4;s4_t2;start_s5;s5_t3",5,"source1_to_target3;source2_to_target1;source3_to_target3;source4_to_target2;source5_to_target3","source1;source2;source3;source4;source5","target3;target1;target3;target2;target3",5,"s1_t3;s2_t1;s3_t3;s4_t2;s5_t3","s1;s2;s3;s4;s5","t3;t1;t3;t2;t3","s1_t3;s2_t1;s3_t3;s4_t2;s5_t3",5,"Control",158.811336,22.86949,"{""target1"":[{""id"":""source2"",""sub"":""1""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""},{""id"":""source5"",""sub"":""3""}]}",2,1,1,1,2,3,4,5,3,1,3,2,3,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",1,"Source Focus",5,23.174
"690","A11BSFO4LMHPX","4a","4","start_s1;s1_t2;start_s2;s2_t3;start_s4;s4_t3;start_s3;s3_t3;start_s4;move_s4_from_t3_t2;start_s5;s5_t3",5,"source1_to_target2;source2_to_target3;source4_to_target3;source3_to_target3;source5_to_target3","source1;source2;source4;source3;source5","target2;target3;target3;target3;target3",6,"s1_t2;s2_t3;s4_t3;s3_t3;s4_t2;s5_t3","s1;s2;s4;s3;s4;s5","t2;t3;t3;t3;t2;t3","s1_t2;s2_t3;s4_t3;s3_t3;s5_t3",5,"Control",158.811336,36.00132,"{""target1"":[],""target2"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source3"",""sub"":""3""},{""id"":""source5"",""sub"":""2""}]}",1,1,1,1,2,4,3,5,2,3,3,3,3,FALSE,FALSE,TRUE,FALSE,2,5,0,1,TRUE,FALSE,1,FALSE,FALSE,0,"Target Focus",0,"Target Focus",5,34.874
"705","A11BSFO4LMHPX","5a","5","start_s1;s1_t1;start_s2;s2_t3;start_s3;s3_t2;start_s4;s4_t3;start_s5;s5_t1",5,"source1_to_target1;source2_to_target3;source3_to_target2;source4_to_target3;source5_to_target1","source1;source2;source3;source4;source5","target1;target3;target2;target3;target1",5,"s1_t1;s2_t3;s3_t2;s4_t3;s5_t1","s1;s2;s3;s4;s5","t1;t3;t2;t3;t1","s1_t1;s2_t3;s3_t2;s4_t3;s5_t1",5,"Control",158.811336,20.91339,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,1,3,2,3,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",1,"Source Focus",5,20.968
"718","A11BSFO4LMHPX","6a","6","start_s1;s1_t3;start_s2;s2_t3;start_s3;s3_t1;start_s4;s4_t2;start_s5;s5_t1",5,"source1_to_target3;source2_to_target3;source3_to_target1;source4_to_target2;source5_to_target1","source1;source2;source3;source4;source5","target3;target3;target1;target2;target1",5,"s1_t3;s2_t3;s3_t1;s4_t2;s5_t1","s1;s2;s3;s4;s5","t3;t3;t1;t2;t1","s1_t3;s2_t3;s3_t1;s4_t2;s5_t1",5,"Control",158.811336,9.405845,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,3,3,1,2,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",1,"Source Focus",5,9.571
"731","A11BSFO4LMHPX","7a","7","start_s1;s1_t1;start_s2;s2_t3;start_s3;s3_t1;start_s4;s4_t2;start_s5;s5_t3",5,"source1_to_target1;source2_to_target3;source3_to_target1;source4_to_target2;source5_to_target3","source1;source2;source3;source4;source5","target1;target3;target1;target2;target3",5,"s1_t1;s2_t3;s3_t1;s4_t2;s5_t3","s1;s2;s3;s4;s5","t1;t3;t1;t2;t3","s1_t1;s2_t3;s3_t1;s4_t2;s5_t3",5,"Control",158.811336,6.624052,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,1,3,1,2,3,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",1,"Source Focus",5,7.058
"744","A11BSFO4LMHPX","8a","8","start_s1;s1_t2;start_s2;s2_t3;start_s4;s4_t3;start_s5;s5_t1;start_s3;s3_t1",5,"source1_to_target2;source2_to_target3;source4_to_target3;source5_to_target1;source3_to_target1","source1;source2;source4;source5;source3","target2;target3;target3;target1;target1",5,"s1_t2;s2_t3;s4_t3;s5_t1;s3_t1","s1;s2;s4;s5;s3","t2;t3;t3;t1;t1","s1_t2;s2_t3;s4_t3;s5_t1;s3_t1",5,"Control",158.811336,11.63435,"{""target1"":[{""id"":""source5"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,4,5,3,2,3,3,1,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",1,"Other",5,10.882
"757","A11BSFO4LMHPX","9a","9","start_s1;s1_t3;start_s2;s2_t2;start_s3;s3_t1;start_s4;s4_t1;start_s5;s5_t3",5,"source1_to_target3;source2_to_target2;source3_to_target1;source4_to_target1;source5_to_target3","source1;source2;source3;source4;source5","target3;target2;target1;target1;target3",5,"s1_t3;s2_t2;s3_t1;s4_t1;s5_t3","s1;s2;s3;s4;s5","t3;t2;t1;t1;t3","s1_t3;s2_t2;s3_t1;s4_t1;s5_t3",5,"Control",158.811336,9.344378,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,3,2,1,1,3,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",1,"Source Focus",5,9.804
"770","A11ECAX3S2P9F","10c","10","start_s1;s1_t3;start_s2;s2_t2;start_s3;s3_t3;start_s4;s4_t1;start_s5;s5_t1",5,"source1_to_target3;source2_to_target2;source3_to_target3;source4_to_target1;source5_to_target1","source1;source2;source3;source4;source5","target3;target2;target3;target1;target1",5,"s1_t3;s2_t2;s3_t3;s4_t1;s5_t1","s1;s2;s3;s4;s5","t3;t2;t3;t1;t1","s1_t3;s2_t2;s3_t3;s4_t1;s5_t1",5,"Targets First",1046.60415,241.5477,"{""target1"":[{""id"":""source4"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}]}",1,1,1,1,2,3,4,5,3,2,3,1,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",0,"Source Focus",6,241.525
"783","A11ECAX3S2P9F","1c","1","start_s5;s5_t2;start_s2;s2_t1;start_s3;s3_t1;start_s4;s4_t3;start_s1;s1_t3",5,"source5_to_target2;source2_to_target1;source3_to_target1;source4_to_target3;source1_to_target3","source5;source2;source3;source4;source1","target2;target1;target1;target3;target3",5,"s5_t2;s2_t1;s3_t1;s4_t3;s1_t3","s5;s2;s3;s4;s1","t2;t1;t1;t3;t3","s5_t2;s2_t1;s3_t1;s4_t3;s1_t3",5,"Targets First",1046.60415,26.43916,"{""target1"":[{""id"":""source2"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}]}",2,1,1,5,2,3,4,1,2,1,1,3,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,TRUE,TRUE,1,FALSE,FALSE,0,"Source Partial Focus",1,"Source Focus",6,26.935
"796","A11ECAX3S2P9F","2c","2","start_s4;s4_t2;start_s3;s3_t1;start_s2;s2_t1;start_s4;move_s4_from_t2_t3;start_s5;return_s5;start_s5;s5_t2;start_s1;s1_t1",5,"source4_to_target2;source3_to_target1;source2_to_target1;source5_to_target2;source1_to_target1","source4;source3;source2;source5;source1","target2;target1;target1;target2;target1",6,"s4_t2;s3_t1;s2_t1;s4_t3;s5_t2;s1_t1","s4;s3;s2;s4;s5;s1","t2;t1;t1;t3;t2;t1","s4_t2;s3_t1;s2_t1;s5_t2;s1_t1",5,"Targets First",1046.60415,69.0388,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source2"",""sub"":""2""},{""id"":""source1"",""sub"":""3""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""}]}",0,1,1,4,3,2,5,1,2,1,1,2,1,FALSE,FALSE,FALSE,FALSE,2,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",0,"Other",6,69.101
